waypoint1	waypoint2	distance_m	duration_s
Shirley Meadows California	Empire Pass Utah	1152134	230147
Powder Mountain Utah	Portuguese Pass California	1197978	239889
Little Cottonwood Canyon Utah	Kolob Terrace Rd Utah	462970	91252
Burke Mt Vermont	Hwy 38-Valley of Falls California	5034552	935020
Refugio Rd California	White Mountain California	520056	94808
Left Hand Canyon Colorado	Kolob Terrace Rd Utah	1155963	243395
Cottonwood Pass Colorado	Mission Ridge Washington	2056128	404971
Mineral King Rd California	White Mountain California	236476	83769
Hwy 14 Alt Route Wyoming	Tollhouse Rd California	1757493	359083
Townes Pass East California	Lone Pine-Table Mountain California	299581	65116
Sonora Pass West California	Mt Spokane Washington	1400659	274263
Balch Park Rd California	Hwy 21-Whittaker Forest California	67339	15592
East Portal Colorado	Whitney Portal California	1415425	293028
Mt Spokane Washington	Mt Harrision Idaho	1015081	190860
Refugio Rd California	Hwy 38-Valley of Falls California	329675	63147
Hwy 39-Crystal Lake Rd California	Whitney Portal California	374932	70761
Lake Sabrina California	Nate Harrison Grade California	528464	103391
Pikes Peak Colorado	Hwy 31 West Utah	869674	187234
Sonora Pass West California	Hwy 156-Lee Canyon Nevada	555613	112874
Refugio Rd California	Lone Pine-Table Mountain California	283104	56521
Hwy 38-Valley of Falls California	Little Cottonwood Canyon Utah	1110005	214468
Hwy 156-Lee Canyon Nevada	Grand Mesa North Colorado	1022252	207903
Powder Mountain Utah	Tollhouse Rd California	1155911	241550
Mt Equinox Vermont	Grand Mesa North Colorado	3683758	719795
Hwy 18-Waterman Canyon California	Mt Hood Oregon	1581036	296419
Emigrant Pass East California	Mt Equinox Vermont	4802375	897469
Mt Washington Auto Rd New Hampshire	Mt Harrision Idaho	4377565	824137
Sherman Pass West California	Onion Valley Rd California	245674	48359
Beasore Rd California	Grand Mesa North Colorado	1419896	296508
Hwy 190 California	Beartooth Pass North Montana	1915705	387261
Nine Mile Rd California	Guanella Pass Colorado	1661349	344847
Bear Creek Road California	Whiteface Mt New York	5115545	959098
Hwy 157-158 Nevada	Grand Mesa North Colorado	954930	195486
Hwy 330 California	Hwy 21-245-180-198 California	448209	91272
Balch Park Rd California	Mt Rose California	604969	126137
Hwy 156-158 Nevada	Mt Equinox Vermont	4631202	867206
Hwy 82 New Mexico	Mosquito Ridge Rd East California	2177784	409609
Hwy 156-Lee Canyon Nevada	Dantes View California	154464	26133
Townes Pass West California	Mt Ashland Oregon	1022134	193198
Left Hand Canyon Colorado	Hwy 153 Utah	999329	211352
Magnolia Dr Colorado	Hwy 39-Dawson's Saddle California	1911355	381963
Mt Baldy California	Mt Evans Colorado	1705216	345124
South Lake California	Beasore Rd California	245818	67943
Mosquito Ridge Rd East California	Mt Lemmon Arizona	1622238	310022
Hwy 14 Alt Route Wyoming	Palomar Mt California	1928857	375076
Wolf Creek Pass Colorado	Little Cottonwood Canyon Utah	804809	166472
Clingman's Dome Tennessee	Hwy 14 West Wyoming	2957776	567805
Trail Ridge Rd Colorado	Independence Pass Colorado	336970	77370
Kolob Terrace Rd Utah	Sandia Crest Hwy New Mexico	869984	163859
Rock Creek California	Left Hand Canyon Colorado	1583387	325529
Hwy 198 California	Parks Creek East California	915462	179698
Magnolia Dr Colorado	Independence Pass Colorado	348476	82966
Bear Creek Road California	Whitney Portal California	316188	68838
Clingman's Dome Tennessee	Hwy 39-Dawson's Saddle California	3925567	745858
Mt Graham Arizona	Death Valley Rd East California	1231362	229273
Cottonwood Pass Colorado	Lone Pine-Table Mountain California	1569144	300777
Refugio Rd California	Guanella Pass Colorado	1879870	387125
Hwy 153 Utah	Daylight Pass Rd California	524219	104427
Bear Creek Road California	Gibraltar Road Santa Barbara California	349648	72887
Hwy 21-Whittaker Forest California	Etna Summit West California	906094	191238
Hwy 190 California	Guanella Pass Colorado	1892788	392144
Hwy 31 West Utah	Mt Lemmon Arizona	1064490	210730
Gibraltar Road Santa Barbara California	Palomar Mt California	361312	71965
Hwy 18-Waterman Canyon California	Hurricane Ridge Washington	2096993	398310
Hwy 82 New Mexico	Mineral King Rd California	1757280	327076
Horseshoe Meadows Rd California	Hwy 156-Lee Canyon Nevada	327057	66966
Hwy 156-158 Nevada	Hwy 157 Mt Charleston Nevada	22165	3423
Hwy 82 New Mexico	Breckenridge Rd East California	1545468	284835
Magnolia Dr Colorado	Hwy 153 Utah	956634	206647
Powder Mountain Utah	Rock Creek California	959177	179518
Wolf Creek Pass Colorado	Nate Harrison Grade California	1380849	272627
Mt Hood Oregon	Burke Mt Vermont	4779565	899130
Trail Ridge Rd Colorado	Magnolia Dr Colorado	84371	18391
Horseshoe Meadows Rd California	Mt Ashland Oregon	945453	175690
Guardsman Pass Utah	Hwy 21-245-180-198 California	1398047	269940
Balch Park Rd California	Sonora Pass West California	433769	88534
Hwy 156-158 Nevada	Parks Creek East California	983119	181023
Hwy 198 California	Clingman's Dome Tennessee	4141144	790479
Hwy 143 Utah	Wildrose California	570795	110157
Hwy 39-Crystal Lake Rd California	Hwy 14 West Wyoming	1928051	374497
Lake Sabrina California	Sandia Crest Hwy New Mexico	1381351	275985
Mt Lemmon Arizona	Whitney Portal California	1053832	187944
Hwy 38-Valley of Falls California	Whiteface Mt New York	4836116	904969
Wildrose California	Hwy 21-245-180-198 California	350414	78326
Lone Pine-Table Mountain California	Guanella Pass Colorado	1643479	333690
Independence Pass Colorado	Etna Summit West California	1945146	384773
Townes Pass West California	Parks Creek East California	870320	172713
Mission Ridge Washington	Dantes View California	1543971	292441
Mt Shasta California	Mt Harrision Idaho	942238	181741
Townes Pass West California	Hwy 21-Whittaker Forest California	256685	84711
Hwy 156-158 Nevada	Hwy 21-245-180-198 California	736812	139203
Glacier Lodge Rd California	Mt Spokane Washington	1502035	284660
Mt Shasta California	Monitor Pass East California	461987	92247
Townes Pass East California	Grand Mesa North Colorado	1097402	214013
Cottonwood Pass Colorado	Death Valley Rd East California	1481870	298591
Burke Mt Vermont	Gibraltar Road Santa Barbara California	5250509	976466
Wheeler Peak Nevada	Hwy 31 West Utah	285252	53819
East Portal Colorado	Elkhorn Summit Oregon	1547245	302106
Hurricane Ridge Washington	Mt Harrision Idaho	1316607	257018
Hwy 330 California	Slumgullion Pass West Colorado	1342373	273132
Lone Pine-Table Mountain California	Mt Harrision Idaho	1184766	215476
Hwy 156-158 Nevada	Whiteface Mt New York	4653863	868513
Mt Washington Auto Rd New Hampshire	Kolob Terrace Rd Utah	4638664	873901
Townes Pass West California	Slumgullion Pass West Colorado	1293650	265211
Mt Graham Arizona	Mt Equinox Vermont	4156497	763830
Hwy 14 Alt Route Wyoming	Pine Creek Rd California	1589375	300144
Burke Mt Vermont	Hwy 39-Crystal Lake Rd California	5130344	953849
Hwy 330 California	Whitney Portal California	328963	60834
Emigrant Pass East California	Glacier Lodge Rd California	187461	39572
Hwy 18-Waterman Canyon California	Little Cottonwood Canyon Utah	1133430	218223
Mt Lemmon Arizona	Mt Baldy California	797389	144970
Hwy 14 West Wyoming	Dantes View California	1539915	289252
Hwy 143 Utah	Hwy 38-Valley of Falls California	761303	150537
Trail Ridge Rd Colorado	Pine Creek Rd California	1570734	308809
Hwy 18-Waterman Canyon California	Lone Pine-Table Mountain California	34930	9543
Monitor Pass East California	Grand Mesa North Colorado	1319712	262392
Wildrose California	Independence Pass Colorado	1353022	283188
Balch Park Rd California	Hwy 198 California	52435	14855
Little Cottonwood Canyon Utah	Whiteface Mt New York	3940702	737754
Nate Harrison Grade California	Lone Pine-Table Mountain California	148672	33281
Lake Sabrina California	Hwy 38-Valley of Falls California	441342	80250
Mosquito Ridge Rd East California	Hwy 21-Whittaker Forest California	518084	107266
Mosquito Ridge Rd East California	Hwy 180 West California	453545	94623
Mt Equinox Vermont	White Mountain California	4797586	899427
Powder Mountain Utah	Horseshoe Meadows Rd California	1045384	195422
Mt Evans Colorado	Empire Pass Utah	694494	144922
Lake Sabrina California	Hwy 82 New Mexico	1712589	308590
Balch Park Rd California	Beasore Rd California	222366	45707
Hwy 156-158 Nevada	Mt Graham Arizona	976878	176645
Hwy 82 New Mexico	Nine Mile Rd California	1525040	276666
N4/Table Mt California	Mt Ashland Oregon	1209711	224039
Balch Park Rd California	Gibraltar Road Santa Barbara California	344709	75160
Guardsman Pass Utah	Parks Creek East California	1240563	237336
Townes Pass East California	Mt Auscutney Vermont	4907735	922323
Hwy 156-158 Nevada	Townes Pass East California	189291	33486
Wolf Creek Pass Colorado	Hwy 18 North California	1233785	235333
Hwy 18-Waterman Canyon California	Townes Pass East California	330247	69060
Sonora Pass West California	Beasore Rd California	220881	58328
Shirley Meadows California	Hwy 153 Utah	848746	174566
Little Cottonwood Canyon Utah	Daylight Pass Rd California	784680	144957
Mt Graham Arizona	Gibraltar Road Santa Barbara California	1195834	218578
Emigrant Pass East California	Mt Graham Arizona	1119326	202476
Beasore Rd California	Hwy 39-Dawson's Saddle California	596333	125424
Mt Hood Oregon	Mission Ridge Washington	392831	89404
Mission Ridge Washington	Whiteface Mt New York	4370999	812610
Portuguese Pass California	Daylight Pass Rd California	311164	70360
Mt Graham Arizona	Parks Creek East California	1959449	357396
Sonora Pass West California	Mt Auscutney Vermont	4943558	930047
Hwy 14 West Wyoming	South Lake California	1598931	303709
Hwy 18-Waterman Canyon California	Hwy 31 West Utah	1088679	216259
Left Hand Canyon Colorado	Pine Creek Rd California	1611068	322321
Hwy 21-Whittaker Forest California	Breckenridge Rd East California	236950	50722
Lone Pine-Table Mountain California	Mt Rose California	688557	131631
East Portal Colorado	Lone Pine-Table Mountain California	1266728	248628
Hwy 18-Waterman Canyon California	Hwy 330 California	11580	2302
Wolf Creek Pass Colorado	Hwy 31 West Utah	682936	142274
Hwy 82 New Mexico	Beartooth Pass North Montana	1686394	325869
Guanella Pass Colorado	Grand Mesa North Colorado	372399	90717
Hwy 39-Crystal Lake Rd California	Empire Pass Utah	1218102	235842
Rock Creek California	Beartooth Pass North Montana	1542536	297688
Hwy 198 California	Etna Summit West California	912568	193139
Horseshoe Meadows Rd California	Elkhorn Summit Oregon	1131629	211447
Mt Rose California	Breckenridge Rd East California	612007	120967
Clingman's Dome Tennessee	Death Valley Rd East California	3919456	749329
Mt Graham Arizona	Hwy 39-Dawson's Saddle California	1014091	187163
Hwy 39-Crystal Lake Rd California	Hwy 157-158 Nevada	535983	101871
Portuguese Pass California	Grand Mesa North Colorado	1490631	305889
Emigrant Pass East California	Burke Mt Vermont	5015588	932603
Wheeler Peak Nevada	Sherman Pass West California	756611	153523
Mt Rose California	Guanella Pass Colorado	1565093	316638
Hwy 157-158 Nevada	Hurricane Ridge Washington	1947436	365304
Guardsman Pass Utah	Mt Hood Oregon	1351932	257615
Townes Pass West California	Hwy 38-Valley of Falls California	311657	61525
Sherman Pass West California	Hwy 31 West Utah	1103416	222896
Mt Baldy California	Daylight Pass Rd California	369073	76833
Mt Spokane Washington	Mt Lemmon Arizona	2433507	467507
East Portal Colorado	Pine Creek Rd California	1338902	264583
Shirley Meadows California	Pikes Peak Colorado	1771264	348074
Empire Pass Utah	Sandia Crest Hwy New Mexico	953265	189965
Lone Pine-Table Mountain California	Mt Auscutney Vermont	4934684	929311
Refugio Rd California	Mt Equinox Vermont	5085042	950244
East Portal Colorado	Mt Hood Oregon	1892577	369259
Hwy 190 California	Refugio Rd California	416421	85180
Mineral King Rd California	Townes Pass West California	374004	83340
Mt Equinox Vermont	Onion Valley Rd California	4985259	928388
Glacier Lodge Rd California	Mt Baldy California	407828	79343
Beartooth Pass North Montana	N4/Table Mt California	1838641	343821
Mosquito Ridge Rd East California	Refugio Rd California	731176	149381
Magnolia Dr Colorado	Hwy 168 California	1796472	378642
Hwy 190 California	Elkhorn Summit Oregon	1383342	275933
Sonora Pass West California	Mt Lemmon Arizona	1346448	255518
Hwy 153 Utah	Mt Spokane Washington	1568973	294820
Hwy 18-Waterman Canyon California	Sandia Crest Hwy New Mexico	1233536	240922
Wheeler Peak Nevada	Whiteface Mt New York	4261806	794788
Monitor Pass East California	Daylight Pass Rd California	411339	87817
Cottonwood Pass Colorado	Hwy 18 North California	1495870	284813
Magnolia Dr Colorado	Mt Auscutney Vermont	3356188	638650
Pikes Peak Colorado	Big Cottonwood Canyon Utah	921067	194094
Mt Spokane Washington	Beasore Rd California	1570578	312386
Magnolia Dr Colorado	Death Valley Rd East California	1457956	304476
Wheeler Peak Nevada	Mix Canyon Fairfield California	909459	181448
Grand Mesa South Colorado	Hwy 153 Utah	610341	131713
Mt Evans Colorado	Hwy 180 West California	1988267	402481
Hwy 330 California	Wildrose California	276213	55396
Rock Creek California	White Mountain California	50466	9537
Wheeler Peak Nevada	Little Cottonwood Canyon Utah	333121	63139
Wildrose California	Parks Creek East California	895421	179881
Balch Park Rd California	Hwy 153 Utah	1062439	208021
Hwy 190 California	Tollhouse Rd California	182616	35420
Portuguese Pass California	Hurricane Ridge Washington	1908093	373943
Hwy 156-158 Nevada	Big Cottonwood Canyon Utah	752895	145787
Clingman's Dome Tennessee	Whitney Portal California	3956118	748942
Glacier Lodge Rd California	Mt Evans Colorado	1515982	306467
Powder Mountain Utah	Death Valley Rd East California	895785	168324
Hwy 157 Mt Charleston Nevada	Sonora Pass West California	575942	110569
Balch Park Rd California	Mt Evans Colorado	1929037	390727
Grand Mesa South Colorado	Mt Baldy California	1340529	267448
Hwy 168 California	Big Cottonwood Canyon Utah	1081904	227511
Portuguese Pass California	Beartooth Pass North Montana	1766517	357872
Grand Mesa South Colorado	Hwy 39-Crystal Lake Rd California	1380227	269573
Guardsman Pass Utah	Elkhorn Summit Oregon	1006600	190462
Sonora Pass West California	Mix Canyon Fairfield California	300848	60282
Glacier Lodge Rd California	Lone Pine-Table Mountain California	353286	64056
Balch Park Rd California	Trail Ridge Rd Colorado	2002772	399626
South Lake California	Hwy 156-Lee Canyon Nevada	376830	74683
Shirley Meadows California	Mosquito Ridge Rd East California	614278	132130
Hwy 14 Alt Route Wyoming	Slumgullion Pass West Colorado	1007304	210781
Magnolia Dr Colorado	Monitor Pass East California	1594665	327497
Kolob Terrace Rd Utah	Etna Summit West California	1279557	251654
Grand Mesa South Colorado	Cottonwood Pass Colorado	229553	54394
Mt Spokane Washington	Nine Mile Rd California	1657164	313179
Monitor Pass East California	Beartooth Pass North Montana	1447775	281690
Balch Park Rd California	Townes Pass West California	337420	75359
Hwy 14 West Wyoming	Mt Baldy California	1900980	371268
Magnolia Dr Colorado	Mix Canyon Fairfield California	1879326	380933
Monitor Pass East California	Mt Spokane Washington	1324681	255041
Hwy 31 West Utah	Hwy 156-Lee Canyon Nevada	691113	137290
Mt Washington Auto Rd New Hampshire	Mt Hood Oregon	4856302	913735
Sonora Pass West California	Monitor Pass East California	76000	19316
Hwy 18-Waterman Canyon California	Mt Harrision Idaho	1233766	224781
Wolf Creek Pass Colorado	Independence Pass Colorado	355440	83903
Wolf Creek Pass Colorado	Gibraltar Road Santa Barbara California	1526219	299184
Grand Mesa South Colorado	Pine Creek Rd California	1315727	257100
Mineral King Rd California	Hwy 39-Crystal Lake Rd California	459999	95329
Hwy 143 Utah	Hwy 156-Lee Canyon Nevada	399191	82447
Hwy 21-245-180-198 California	Mission Ridge Washington	1711213	333667
Mineral King Rd California	Beartooth Pass North Montana	1881128	382612
Townes Pass West California	Sherman Pass West California	237394	46745
Hwy 143 Utah	Onion Valley Rd California	645673	127558
Tollhouse Rd California	Mt Auscutney Vermont	5307871	1002082
Horseshoe Meadows Rd California	Empire Pass Utah	942813	182726
Hwy 156-158 Nevada	Mt Hood Oregon	1409112	259006
Clingman's Dome Tennessee	Horseshoe Meadows Rd California	3948342	747622
