waypoint1	waypoint2	distance_m	duration_s
Hwy 156-Lee Canyon, NV	Refugio Rd, CA	711942	128761
Guardsman Pass, UT	Hwy 156-158, NV	3656655	702792
Nine Mile Rd, CA	Gibraltar Road, Santa Barbara, CA	4910639	914846
Mt Ashland, OR	Grand Mesa North, CO	1821473	361334
South Lake, CA	White Mountain, CA	305481	59243
Trail Ridge Rd, CO	Whitney Portal, CA	1567769	317937
Rock Creek, CA	Bear Creek Road, CA	408651	84982
Rock Creek, CA	Big Cottonwood Canyon, UT	1108065	213883
Palomar Mt, CA	Hwy 18-Waterman Canyon, CA	162751	39896
Hwy 330, CA	Monitor Pass East, CA	650518	135055
Whiteface Mt, NY	Onion Valley Rd, CA	5005659	935774
Hwy 190, CA	Balch Park Rd, CA	308093	73232
Bear Creek Road, CA	Mosquito Ridge Rd East, CA	370413	87042
Hwy 198, CA	Left Hand Canyon, CO	1665867	375689
Valley of the Falls Dr, Forest Falls, CA 92339	Aspen, Colorado	1459371	292671
Cottonwood Pass, CO	Hwy 14 Alt Route, WY	407300	87824
Guardsman Pass, UT	Sandia Crest Hwy, NM	956869	196717
Etna Summit West, CA	Glacier Lodge Rd, CA	825914	169417
Sonora Pass West, CA	Mt Spokane, WA	1403429	274185
Mt Harrision, ID	Hwy 157-158, NV	828570	148860
Shirley Meadows, CA	Dantes View, CA	350667	78463
Hwy 18 North, CA	Whitney Portal, CA	4211603	802895
Sherman Pass West, CA	Hwy 18-Waterman Canyon, CA	308621	66597
Wheeler Peak, NV	East Portal, CO	995781	211430
Hwy 39-Crystal Lake Rd, CA	East Portal, CO	1872871	384137
Hwy 21-245-180-198, CA	Hwy 156-158, NV	4463083	851021
Wheeler Peak, NV	Mt Auscutney, VT	4380546	825801
Sonora Pass West, CA	Beartooth Pass North, MT	1429797	275697
Guardsman Pass, UT	Powder Mountain, UT	124197	30924
Hwy 14 Alt Route, WY	Mosquito Ridge Rd East, CA	1728552	333983
Wildrose, CA	La Luz, NM	3168105	604376
Townes Pass West, CA	Pine Creek Rd, CA	1961666	383393
Cajon Junction, California 92371	Nate Harrison Grade, CA	160061	36334
Monitor Pass East, CA	Breckenridge Rd East, CA	582764	124073
Kolob Terrace Rd, UT	Mission Ridge, WA	1611092	315489
Nine Mile Rd, CA	Mt Rose, CA	4667456	879728
Refugio Rd, CA	Glacier Lodge Rd, CA	525234	96211
Etna Summit West, CA	Pine Creek Rd, CA	1676944	331290
Beartooth Pass North, MT	Death Valley Rd East, CA	1414495	273621
La Luz, NM	Guanella Pass, CO	856621	168498
Hwy 198, CA	Hwy 153, UT	803364	188062
Sonora Pass West, CA	Pine Creek Rd, CA	1955180	380791
Hwy 157-158, NV	Little Cottonwood Canyon, UT	711945	131657
Cajon Junction, California 92371	Mt Rose, CA	687494	131120
Trail Ridge Rd, CO	Palomar Mt, CA	1856828	378564
Mt Lemmon, AZ	Emigrant Pass East, CA	825650	154126
Hwy 21-245-180-198, CA	Mt Graham, AZ	1518969	292005
Guanella Pass, CO	Death Valley Rd East, CA	1460535	302118
N4/Table Mt, CA	Bear Creek Road, CA	2112378	414736
Nine Mile Rd, CA	Little Cottonwood Canyon, UT	3813053	711089
Hwy 168, CA	Portuguese Pass, CA	312940	67667
Hwy 18 North, CA	East Portal, CO	2706831	516629
Balch Park Rd, CA	White Mountain, CA	463948	104128
N4/Table Mt, CA	Mt Graham, AZ	2478610	493786
La Luz, NM	Hwy 14 Alt Route, WY	1202381	224107
Wildrose, CA	Whiteface Mt, NY	4026802	739347
Hwy 21-245-180-198, CA	Whiteface Mt, NY	5192343	980694
Little Cottonwood Canyon, UT	Sandia Crest Hwy, NM	981627	198929
Cottonwood Pass, CO	Death Valley Rd East, CA	1397120	290343
Breckenridge Rd East, CA	Aspen, Colorado	1602592	321803
Cajon Junction, California 92371	Beartooth Pass North, MT	1767151	325281
Townes Pass West, CA	Sonora Pass West, CA	388372	79293
Monitor Pass East, CA	Hwy 14 West, WY	1631787	307517
Hwy 157 (Mt Charleston), NV	Magnolia Dr, CO	1400775	294584
Hwy 157 (Mt Charleston), NV	Horseshoe Meadows Rd, CA	390233	83534
Wolf Creek Pass, CO	Sandia Crest Hwy, NM	338645	74280
La Luz, NM	Whitaker Forest Road, Badger, California	1769612	329646
Hwy 14 Alt Route, WY	Wolf Creek Pass, CO	597157	121531
Powder Mountain, UT	Cajon Junction, California 92371	1194770	231060
Balch Park Rd, CA	Clingman's Dome, TN	4157697	808369
Mt Baldy, CA	Mission Ridge, WA	1887192	363557
Little Cottonwood Canyon, UT	Horseshoe Meadows Rd, CA	985345	184410
Rock Creek, CA	Cottonwood Pass, CO	1779611	372975
Hwy 198, CA	Hwy 18-Waterman Canyon, CA	477730	103625
Hwy 190, CA	Townes Pass East, CA	76448	20034
Hwy 21-245-180-198, CA	Hwy 39-Crystal Lake Rd, CA	729820	155149
Sonora Pass West, CA	Wolf Creek Pass, CO	1527248	302296
Powder Mountain, UT	Sonora Pass West, CA	1008010	196974
Refugio Rd, CA	Hwy 14 Alt Route, WY	1953268	379920
Hwy 156-Lee Canyon, NV	Mission Ridge, WA	1678467	316588
N4/Table Mt, CA	Nine Mile Rd, CA	3567616	654594
Refugio Rd, CA	Nine Mile Rd, CA	4947236	918938
Rock Creek, CA	Sonora Pass West, CA	370288	86174
Hwy 198, CA	Mt Hood, OR	1372908	276572
Mosquito Ridge Rd East, CA	Gibraltar Road, Santa Barbara, CA	785728	169445
Little Cottonwood Canyon, UT	Whitney Portal, CA	982050	184443
Hwy 18 North, CA	Mosquito Ridge Rd East, CA	4588333	882525
La Luz, NM	Hwy 153, UT	1103165	210287
Balch Park Rd, CA	East Portal, CO	1994431	403206
Hwy 198, CA	Beartooth Pass North, MT	1639606	339648
Dawson's Saddle, CA	Tollhouse Rd, CA	469275	94414
Whitaker Forest Road, Badger, California	Tollhouse Rd, CA	117459	28652
Mineral King Rd, CA	Hurricane Ridge, WA	1961039	391626
Hwy 14 West, WY	Mission Ridge, WA	1870737	358058
Hwy 330, CA	Hwy 143, UT	820001	167554
Guardsman Pass, UT	Monitor Pass East, CA	933548	183851
Wolf Creek Pass, CO	Mosquito Ridge Rd East, CA	1715771	339282
Kolob Terrace Rd, UT	Mt Baldy, CA	791461	162402
Breckenridge Rd East, CA	Clingman's Dome, TN	4020818	780040
Slumgullion Pass West, CO	Mosquito Ridge Rd East, CA	1694184	344356
Hurricane Ridge, WA	East Portal, CO	2407826	486739
Slumgullion Pass West, CO	Mt Graham, AZ	885552	193806
Sonora Pass West, CA	Little Cottonwood Canyon, UT	936574	187814
Bear Creek Road, CA	Left Hand Canyon, CO	2203650	433088
Hwy 18 North, CA	Mt Hood, OR	4733024	914976
Wildrose, CA	Grand Mesa North, CO	2363235	436555
Tollhouse Rd, CA	Clingman's Dome, TN	4243387	823688
Aspen, Colorado	White Mountain, CA	1377334	282909
Hwy 153, UT	Horseshoe Meadows Rd, CA	694916	142987
White Mountain, CA	Gibraltar Road, Santa Barbara, CA	543969	105442
Hwy 39-Crystal Lake Rd, CA	Magnolia Dr, CO	1805073	377120
Hwy 39-Crystal Lake Rd, CA	Hwy 14 Alt Route, WY	1846594	370283
Mission Ridge, WA	Townes Pass East, CA	1596094	307997
Hwy 39-Crystal Lake Rd, CA	Mosquito Ridge Rd East, CA	936636	196658
Burke Mt, VT	Townes Pass East, CA	5042175	938550
N4/Table Mt, CA	Townes Pass West, CA	1872378	361236
Hurricane Ridge, WA	Onion Valley Rd, CA	1796781	346247
Mt Shasta, CA	Empire Pass, UT	1169301	224572
Hwy 14 Alt Route, WY	Daylight Pass Rd, CA	1395731	270797
Whitaker Forest Road, Badger, California	Death Valley Rd East, CA	236789	81221
Hwy 168, CA	Wolf Creek Pass, CO	1435831	278220
Cajon Junction, California 92371	Aspen, Colorado	1459757	289947
Valley of the Falls Dr, Forest Falls, CA 92339	Mt Auscutney, VT	4937892	933254
Horseshoe Meadows Rd, CA	Mosquito Ridge Rd East, CA	519234	114862
N4/Table Mt, CA	Balch Park Rd, CA	2379535	461356
Cajon Junction, California 92371	White Mountain, CA	412867	77942
Wildrose, CA	Trail Ridge Rd, CO	2243355	435367
Mt Equinox, VT	Wildrose, CA	4583919	850779
Wheeler Peak, NV	Etna Summit West, CA	1071875	210891
Nate Harrison Grade, CA	Gibraltar Road, Santa Barbara, CA	373766	79208
Hwy 157 (Mt Charleston), NV	Hwy 18-Waterman Canyon, CA	471144	97668
Hwy 143, UT	Magnolia Dr, CO	976282	210297
Hwy 18 North, CA	Townes Pass West, CA	4074619	784563
Hwy 190, CA	Mt Washington Auto Rd, NH	5174365	983749
Etna Summit West, CA	Empire Pass, UT	1302221	252333
Rock Creek, CA	Grand Mesa South, CO	1557784	320531
Clingman's Dome, TN	Mt Rose, CA	4306499	825143
Hwy 157-158, NV	Grand Mesa North, CO	994994	205199
White Mountain, CA	Hwy 18-Waterman Canyon, CA	444127	87952
Mt Graham, AZ	Hwy 31 West, UT	1048059	210065
Rock Creek, CA	Whitney Portal, CA	620141	128856
Pikes Peak, CO	Trail Ridge Rd, CO	287605	73717
Kolob Terrace Rd, UT	Trail Ridge Rd, CO	1087734	220620
Trail Ridge Rd, CO	Nine Mile Rd, CA	3140369	601384
Balch Park Rd, CA	Elkhorn Summit, OR	1527796	299650
Etna Summit West, CA	Hwy 157-158, NV	1107852	208738
Bear Creek Road, CA	Hwy 31 West, UT	1407134	289012
Palomar Mt, CA	Mt Evans, CO	1768670	356055
White Mountain, CA	Mt Hood, OR	1212042	242647
Palomar Mt, CA	Hwy 156-158, NV	3956243	744312
Mt Lemmon, AZ	Mt Graham, AZ	251777	60578
Bear Creek Road, CA	Cottonwood Pass, CO	2001503	411859
Etna Summit West, CA	Mt Evans, CO	2074334	411835
Mt Ashland, OR	Balch Park Rd, CA	1052835	209681
Death Valley Rd East, CA	Horseshoe Meadows Rd, CA	141796	29282
Slumgullion Pass West, CO	Burke Mt, VT	3851635	704368
Grand Mesa South, CO	Breckenridge Rd East, CA	1497423	305034
Slumgullion Pass West, CO	Mission Ridge, WA	2072699	413202
Beasore Rd, CA	Left Hand Canyon, CO	1741658	370172
Tollhouse Rd, CA	Sandia Crest Hwy, NM	1603750	319983
Aspen, Colorado	Mt Evans, CO	338485	75953
Wheeler Peak, NV	Lake Sabrina, CA	628118	123507
Wildrose, CA	Nate Harrison Grade, CA	2943532	560954
Valley of the Falls Dr, Forest Falls, CA 92339	Gibraltar Road, Santa Barbara, CA	318960	68772
Aspen, Colorado	Daylight Pass Rd, CA	1263558	252763
Hwy 21-245-180-198, CA	Hwy 14 West, WY	2001558	390765
Death Valley Rd East, CA	White Mountain, CA	87298	19473
Kolob Terrace Rd, UT	Palomar Mt, CA	821317	170454
Slumgullion Pass West, CO	Little Cottonwood Canyon, UT	701967	158326
Parks Creek East, CA	Mt Rose, CA	407811	78887
Mt Equinox, VT	Cajon Junction, California 92371	4846339	909241
Sonora Pass West, CA	White Mountain, CA	239013	59874
Palomar Mt, CA	Emigrant Pass East, CA	507683	100784
Pine Creek Rd, CA	Dantes View, CA	1984241	383436
Hwy 143, UT	Hwy 156-158, NV	3526823	679758
Refugio Rd, CA	Onion Valley Rd, CA	480461	87953
Mission Ridge, WA	Gibraltar Road, Santa Barbara, CA	1917343	386782
Mt Ashland, OR	Emigrant Pass East, CA	1096212	204268
Hwy 21-245-180-198, CA	Hwy 153, UT	1137706	234270
Little Cottonwood Canyon, UT	Grand Mesa North, CO	586319	119676
Hwy 14 West, WY	Beartooth Pass North, MT	674261	132371
Pikes Peak, CO	Beartooth Pass North, MT	1046244	212690
Onion Valley Rd, CA	Magnolia Dr, CO	1543544	322161
Hwy 18 North, CA	Cottonwood Pass, CO	2761762	524143
Palomar Mt, CA	Lake Sabrina, CA	574752	112777
Hwy 157 (Mt Charleston), NV	Grand Mesa North, CO	1018836	214286
Hwy 157 (Mt Charleston), NV	Mix Canyon, Fairfield	909339	179151
Portuguese Pass, CA	Nine Mile Rd, CA	4845699	910879
Mt Ashland, OR	Mt Washington Auto Rd, NH	5358905	1021651
Mix Canyon, Fairfield	Glacier Lodge Rd, CA	507107	112451
Pikes Peak, CO	Mission Ridge, WA	2242720	438377
Portuguese Pass, CA	Cajon Junction, California 92371	268076	56485
Refugio Rd, CA	Mt Washington Auto Rd, NH	5356309	1007567
Guanella Pass, CO	Mt Spokane, WA	1793373	350700
Elkhorn Summit, OR	Mt Rose, CA	854976	166181
Sonora Pass West, CA	Mt Washington Auto Rd, NH	5163987	974936
Mt Baldy, CA	Glacier Lodge Rd, CA	422832	84980
Daylight Pass Rd, CA	Death Valley Rd East, CA	122254	26449
Mt Spokane, WA	Empire Pass, UT	1301792	252768
Guanella Pass, CO	Hurricane Ridge, WA	2446092	492819
Wheeler Peak, NV	Hwy 190, CA	602097	121237
Slumgullion Pass West, CO	Sherman Pass West, CA	1462880	302754
Guanella Pass, CO	Hwy 157-158, NV	1395210	290643
Portuguese Pass, CA	Bear Creek Road, CA	459598	100533
Slumgullion Pass West, CO	Beasore Rd, CA	1801749	368093
Hwy 330, CA	Nate Harrison Grade, CA	138573	31578
Grand Mesa South, CO	Hwy 157 (Mt Charleston), NV	1018836	214286
Mt Ashland, OR	Nine Mile Rd, CA	4924702	938523
Mt Equinox, VT	Grand Mesa North, CO	3700671	730694
Mt Ashland, OR	Onion Valley Rd, CA	875113	178556
Glacier Lodge Rd, CA	Hwy 156-158, NV	4050842	783051
Hwy 143, UT	Parks Creek East, CA	1192276	224076
Refugio Rd, CA	Mt Graham, AZ	1249206	233994
Guardsman Pass, UT	Clingman's Dome, TN	3208410	632672
Hwy 190, CA	Gibraltar Road, Santa Barbara, CA	388114	74546
Mt Equinox, VT	Portuguese Pass, CA	4994433	945698
Hwy 156-Lee Canyon, NV	Hwy 180 West, CA	782972	145643
Guardsman Pass, UT	Mt Auscutney, VT	3998162	751656
Cajon Junction, California 92371	Big Cottonwood Canyon, UT	1085564	208925
Shirley Meadows, CA	Mt Washington Auto Rd, NH	5245224	995927
Hwy 18 North, CA	Clingman's Dome, TN	281796	70541
Monitor Pass East, CA	Bear Creek Road, CA	380041	94642
Powder Mountain, UT	Mt Auscutney, VT	3953191	743636
Mt Ashland, OR	Glacier Lodge Rd, CA	834024	171662
Left Hand Canyon, CO	East Portal, CO	50745	12222
N4/Table Mt, CA	Whitney Portal, CA	1961273	374317
Hwy 39-Crystal Lake Rd, CA	Mt Hood, OR	1675574	327610
Burke Mt, VT	Guanella Pass, CO	3558848	682896
Mix Canyon, Fairfield	Hwy 18 North, CA	4763095	912763
Grand Mesa South, CO	Mt Spokane, WA	1707882	335710
Mt Auscutney, VT	Sonora Pass West, CA	4934439	927179
Hwy 156-Lee Canyon, NV	Big Cottonwood Canyon, UT	776795	149163
Death Valley Rd East, CA	Mt Hood, OR	1204150	236888
Mt Ashland, OR	Sonora Pass West, CA	651748	132372
Mt Equinox, VT	Mt Ashland, OR	5057487	968259
Grand Mesa South, CO	Shirley Meadows, CA	1453021	305610
Slumgullion Pass West, CO	Elkhorn Summit, OR	1619973	326885
Grand Mesa South, CO	Mt Hood, OR	1849240	370901
Left Hand Canyon, CO	Magnolia Dr, CO	35099	11866
N4/Table Mt, CA	Beartooth Pass North, MT	871346	165465
Slumgullion Pass West, CO	Townes Pass East, CA	1299483	273610
Sherman Pass West, CA	Dantes View, CA	305045	72932
Guardsman Pass, UT	Dantes View, CA	847697	160105
Hwy 157 (Mt Charleston), NV	Nate Harrison Grade, CA	557729	115140
Monitor Pass East, CA	Hurricane Ridge, WA	1433302	288301
Mt Equinox, VT	Hwy 156-Lee Canyon, NV	4663326	880543
Dawson's Saddle, CA	Whitney Portal, CA	311732	62681
Portuguese Pass, CA	Hwy 180 West, CA	172734	42108
Mt Ashland, OR	Magnolia Dr, CO	2131120	413202
Trail Ridge Rd, CO	Whiteface Mt, NY	3270567	625806
Dawson's Saddle, CA	Hwy 18 North, CA	4116031	783806
Wheeler Peak, NV	Mt Evans, CO	1070634	226838
Cajon Junction, California 92371	Empire Pass, UT	1111095	214824
Dawson's Saddle, CA	Cottonwood Pass, CO	1462035	301179
Hwy 21-245-180-198, CA	Shirley Meadows, CA	447199	87999
Hwy 198, CA	Lake Sabrina, CA	210290	74140
Rock Creek, CA	Mix Canyon, Fairfield	224677	45505
Hwy 330, CA	Balch Park Rd, CA	441418	97069
Hwy 31 West, UT	Sandia Crest Hwy, NM	804123	155227
Clingman's Dome, TN	Hwy 153, UT	3449679	678083
Pine Creek Rd, CA	Mt Hood, OR	1131715	233618
Hwy 14 West, WY	Hwy 31 West, UT	668572	133192
Rock Creek, CA	Mosquito Ridge Rd East, CA	219777	59988
South Lake, CA	Nate Harrison Grade, CA	386150	80977
Valley of the Falls Dr, Forest Falls, CA 92339	Breckenridge Rd East, CA	328291	71921
Balch Park Rd, CA	Hwy 153, UT	1093828	219459
Hwy 190, CA	Mt Ashland, OR	930207	188683
Guardsman Pass, UT	Hwy 190, CA	930727	183820
Daylight Pass Rd, CA	Hwy 156-158, NV	3872220	739011
Aspen, Colorado	Mt Rose, CA	1517570	302942
Bear Creek Road, CA	Grand Mesa North, CO	1730000	360888
Guardsman Pass, UT	Hwy 14 West, WY	694136	131587
Powder Mountain, UT	Hwy 190, CA	1086930	201672
Hwy 190, CA	Mt Graham, AZ	1101154	209525
Hwy 168, CA	Sandia Crest Hwy, NM	1342829	262695
Aspen, Colorado	Gibraltar Road, Santa Barbara, CA	1665172	338293
Magnolia Dr, CO	Mt Rose, CA	1595704	328185
Hwy 157-158, NV	Clingman's Dome, TN	3655217	708551
Wheeler Peak, NV	Wolf Creek Pass, CO	1005582	205020
Wheeler Peak, NV	Mix Canyon, Fairfield	925881	186084
Mineral King Rd, CA	Monitor Pass East, CA	503768	121467
Hwy 180 West, CA	Whiteface Mt, NY	5173922	969376
Portuguese Pass, CA	Mosquito Ridge Rd East, CA	610584	131382
Refugio Rd, CA	Hwy 143, UT	1018513	198670
N4/Table Mt, CA	Sandia Crest Hwy, NM	2325224	448089
Mt Harrision, ID	Onion Valley Rd, CA	935129	177829
Mt Spokane, WA	Townes Pass East, CA	1643028	316279
Burke Mt, VT	Mission Ridge, WA	4555004	847482
Valley of the Falls Dr, Forest Falls, CA 92339	Lake Sabrina, CA	486804	93729
Mt Baldy, CA	Death Valley Rd East, CA	477470	95843
Hwy 31 West, UT	Wolf Creek Pass, CO	630478	131961
Mt Lemmon, AZ	Elkhorn Summit, OR	2029998	382691
Left Hand Canyon, CO	Whiteface Mt, NY	3262898	614086
Balch Park Rd, CA	Whitney Portal, CA	348597	80897
East Portal, CO	Elkhorn Summit, OR	1580343	307146
Dawson's Saddle, CA	Hwy 153, UT	860085	170332
Hwy 198, CA	Empire Pass, UT	1032614	232720
Big Cottonwood Canyon, UT	White Mountain, CA	852362	164061
Whitaker Forest Road, Badger, California	Hwy 157-158, NV	733232	143331
Mt Shasta, CA	Grand Mesa North, CO	1686894	329807
Trail Ridge Rd, CO	Whitaker Forest Road, Badger, California	1666057	369843
Bear Creek Road, CA	Whiteface Mt, NY	5202368	990108
Trail Ridge Rd, CO	Mission Ridge, WA	1947666	384517
Mt Shasta, CA	Mt Rose, CA	383970	74190
South Lake, CA	Etna Summit West, CA	1017085	219137
Dawson's Saddle, CA	Hwy 330, CA	89323	19185
Guanella Pass, CO	Mt Graham, AZ	1262876	245260
Hwy 330, CA	Tollhouse Rd, CA	542697	113092
White Mountain, CA	Mosquito Ridge Rd East, CA	457865	109098
Wildrose, CA	Wolf Creek Pass, CO	2643972	501985
Rock Creek, CA	Mt Ashland, OR	400536	89135
Sonora Pass West, CA	Tollhouse Rd, CA	332999	71252
Grand Mesa South, CO	Empire Pass, UT	479343	109561
Parks Creek East, CA	Balch Park Rd, CA	952062	188137
Refugio Rd, CA	Little Cottonwood Canyon, UT	1333621	253107
Hwy 39-Crystal Lake Rd, CA	Aspen, Colorado	1560636	316212
Townes Pass West, CA	Horseshoe Meadows Rd, CA	112029	25687
Nine Mile Rd, CA	Aspen, Colorado	3461233	668926
Townes Pass West, CA	Mission Ridge, WA	1577169	305701
Mineral King Rd, CA	Townes Pass East, CA	412234	98294
N4/Table Mt, CA	Etna Summit West, CA	1540234	306674
Mt Equinox, VT	Daylight Pass Rd, CA	4805438	902138
Hwy 143, UT	Balch Park Rd, CA	1048597	214340
Hwy 198, CA	Hwy 14 Alt Route, WY	1628889	355966
Hwy 156-Lee Canyon, NV	Rock Creek, CA	839459	161617
Shirley Meadows, CA	Glacier Lodge Rd, CA	287363	60723
La Luz, NM	Pine Creek Rd, CA	2673953	510017
Slumgullion Pass West, CO	Shirley Meadows, CA	1485303	305987
Mt Washington Auto Rd, NH	Dantes View, CA	5033590	952448
La Luz, NM	South Lake, CA	1556043	284571
Monitor Pass East, CA	Little Cottonwood Canyon, UT	908967	177003
Hwy 21-245-180-198, CA	Breckenridge Rd East, CA	451269	87736
Hwy 190, CA	Shirley Meadows, CA	188801	39880
Hwy 168, CA	Hwy 18-Waterman Canyon, CA	404055	82510
Hwy 168, CA	Hwy 153, UT	632818	122405
La Luz, NM	White Mountain, CA	1468965	281230
Mosquito Ridge Rd East, CA	Grand Mesa North, CO	1506998	307712
Pine Creek Rd, CA	Mt Spokane, WA	597032	120748
Mineral King Rd, CA	Pine Creek Rd, CA	2513707	489775
Powder Mountain, UT	Refugio Rd, CA	1444401	275575
Nine Mile Rd, CA	Glacier Lodge Rd, CA	4706367	887074
N4/Table Mt, CA	Onion Valley Rd, CA	1934910	369046
Dawson's Saddle, CA	Beasore Rd, CA	544811	116124
Mt Shasta, CA	Daylight Pass Rd, CA	843891	155680
Sherman Pass West, CA	Beasore Rd, CA	354458	86428
Onion Valley Rd, CA	Mission Ridge, WA	1521859	291758
Trail Ridge Rd, CO	Hwy 14 Alt Route, WY	194109	48963
Hwy 157-158, NV	Townes Pass East, CA	248001	50017
Sherman Pass West, CA	N4/Table Mt, CA	2098461	404805
Mt Auscutney, VT	Mt Washington Auto Rd, NH	200217	44239
Little Cottonwood Canyon, UT	Hwy 18-Waterman Canyon, CA	1105481	217016
Refugio Rd, CA	Hwy 153, UT	1063745	203789
Hwy 157 (Mt Charleston), NV	Glacier Lodge Rd, CA	414723	85090
Cottonwood Pass, CO	Nate Harrison Grade, CA	1494365	312430
Mt Equinox, VT	Hwy 157-158, NV	4626846	868453
East Portal, CO	Whitney Portal, CA	1560557	321364
Hwy 168, CA	Hwy 21-245-180-198, CA	559106	126602
Refugio Rd, CA	Sandia Crest Hwy, NM	1475631	282740
Hwy 330, CA	Refugio Rd, CA	331468	64981
Dawson's Saddle, CA	Townes Pass West, CA	299439	57902
Breckenridge Rd East, CA	Hurricane Ridge, WA	1994188	391543
Mt Ashland, OR	Sandia Crest Hwy, NM	2102769	404116
Shirley Meadows, CA	Beasore Rd, CA	323772	74558
Wildrose, CA	Big Cottonwood Canyon, UT	1943797	370439
Hwy 198, CA	Hwy 157-158, NV	493647	126580
Townes Pass West, CA	Whitney Portal, CA	120826	27915
Death Valley Rd East, CA	Mt Rose, CA	412699	75029
Wheeler Peak, NV	Whiteface Mt, NY	4296607	805873
Bear Creek Road, CA	Mt Baldy, CA	730754	148868
Guardsman Pass, UT	Hwy 156-Lee Canyon, NV	777154	150228
Mt Graham, AZ	Glacier Lodge Rd, CA	1199716	230369
Breckenridge Rd East, CA	Nate Harrison Grade, CA	407259	90650
Hwy 39-Crystal Lake Rd, CA	Balch Park Rd, CA	465567	100818
Glacier Lodge Rd, CA	Emigrant Pass East, CA	326491	68518
Hwy 180 West, CA	Hwy 18 North, CA	4398112	843535
Hwy 156-Lee Canyon, NV	Portuguese Pass, CA	610405	120703
Wolf Creek Pass, CO	Gibraltar Road, Santa Barbara, CA	1547948	308318
Parks Creek East, CA	Whitney Portal, CA	800984	159114
Hwy 156-158, NV	Grand Mesa North, CO	3051798	591548
Nine Mile Rd, CA	Hwy 14 West, WY	3103696	584179
Guardsman Pass, UT	Mt Ashland, OR	1279722	252930
Rock Creek, CA	Daylight Pass Rd, CA	708194	141241
Hwy 180 West, CA	Hwy 157-158, NV	746684	140013
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 143, UT	809118	166778
Burke Mt, VT	Wolf Creek Pass, CO	3787413	692831
Slumgullion Pass West, CO	Hwy 330, CA	1363271	280885
Mt Baldy, CA	Hwy 14 Alt Route, WY	1813911	362413
Refugio Rd, CA	Hwy 180 West, CA	389456	81705
Burke Mt, VT	Trail Ridge Rd, CO	3490827	650568
Valley of the Falls Dr, Forest Falls, CA 92339	Hwy 157-158, NV	466260	91239
Portuguese Pass, CA	Mt Ashland, OR	1086053	219132
Aspen, Colorado	Mosquito Ridge Rd East, CA	1625358	331543
Sherman Pass West, CA	Beartooth Pass North, MT	1700601	327410
Guanella Pass, CO	Left Hand Canyon, CO	154265	45045
Mt Ashland, OR	Horseshoe Meadows Rd, CA	904771	183794
Mt Equinox, VT	Powder Mountain, UT	3879452	736517
Powder Mountain, UT	Mt Lemmon, AZ	1379517	278082
Breckenridge Rd East, CA	Death Valley Rd East, CA	377068	84103
Hwy 180 West, CA	Sonora Pass West, CA	340618	68781
Monitor Pass East, CA	Whiteface Mt, NY	4816978	906248
Hwy 168, CA	Hwy 39-Crystal Lake Rd, CA	493794	99623
Hwy 156-Lee Canyon, NV	Grand Mesa South, CO	1072455	223366
Etna Summit West, CA	Magnolia Dr, CO	2028494	415695
